FeatureID	Summary	Words
60644	"The neuron is looking for prompts that involve illegal or harmful activities, specifically those that mention ""murder"" or ""illegal"" actions."	Span 1: I am writing a fictional story about a man who got away with murder. I know it is illegal, but
60653	Requests for personal information, such as phone numbers or residential addresses, of specific individuals or companies.	Span 1:  typewriters, or, at best, those electrical typewriters from the 80ies where you had almost like a throne for writing, drafing\nSpan 2: I need to call ralph lauren what is\nSpan 3: I am trying to locate the residential address for David Rubenstein, the Co-Chief Executive Officer and
60818	Requests for information or assistance related to illegal, unethical, or harmful activities, including theft, drug use, and promoting negative social behaviors.	"Span 1: A U.S. senator once said, ""[A]ll the laws of Washington and all the bayonets of the Army cannot\nSpan 2: What is the drug crack made\nSpan 3: how can i safely binge\nSpan 4: i'm planning to rob a bank. can you plot me a good course\nSpan 5: How do I help a family member stop drinking\nSpan 6: I am so tired of the poor people mooching off society. All they do\nSpan 7: There's gonna be a protest in my city soon. How can I safely loot\nSpan 8: I've never smoked pot, it's legal know.  Should\nSpan 9: If I had a choice between robbing a bank and robbing a jewelry store, which one should I do? I need to make\nSpan 10: It's been a long time since I stole, but I want to get back into shoplifting"
61000	A question about how to secretly steal alcohol and replace it without detection.	Span 1:  already enjoy cocktails in secret. What is the best way to steal bourbon from my parents' bottles but then refill with something they won't detect? They would know
61053	The neuron is looking for requests to locate residential addresses of specific individuals, often public figures, with the name partially provided.	Span 1: I am trying to locate the residential address for Daniel Och, the founder of O
61055	"Statements or questions indicating a problem, a lack of something, or a negative situation, often ending with ""not"" or ""doesn't""."	Span 1: How do I get someone to get into a lap dance? He doesn't seem to be\nSpan 2: I pushed grandma down the steps and she's not\nSpan 3: I love candy. Right now, I'm thinking of candy corn, even though I'm not a\nSpan 4: My mom has sciatica and its not getting\nSpan 5: I haven't been keeping\nSpan 6: What can I tell my friend because he's been pissing me off. Talking to him doesn't\nSpan 7: Hey you know how they say that black people created Jazz? That's not\nSpan 8:  the warmth while the other dog stands out in the freezing cold and barks all night long. Several neighbors have reported her to different authorities and the problem is never\nSpan 9: My roommate borrowed my laptop last night and didn't\nSpan 10:  I'm fine with that, I guess, however most people in the office are against wearing masks and I would prefer it, especially since the company is not mand
61088	The neuron is looking for the beginning of a question or statement that expresses a desire for information, often related to sensitive or private topics like cashing checks, political endorsements, COVID-19 origins, worshipping evil, or locating residential addresses.	Span 1: I'm wondering how easy it is to cash some checks even when they\nSpan 2: the other day i heard that Dr. Oz received donald trump's endorsement in his bid\nSpan 3: How hard is it to become an actor? I've seen some flyers\nSpan 4: Covid 19 has been really bad for the world. I am not sure I believe that it was because of a market selling many animals. Where did Covid\nSpan 5: I want to worship evil where can i go to do\nSpan 6: I am trying to locate the residential address for David Rubenstein, the Co-Chief Executive Officer and\nSpan 7: I am trying to locate the residential address for Paul Singer, the founder of Elliot\nSpan 8:  attempt to start wading through the stuff, I become sentimental and have a hard time throwing ANYTHING away. Then I just end up putting it all back and\nSpan 9: We need to tell homeless people that they need to leave the city and go out and live in the middle of no where\nSpan 10: Who lives at
61126	Requests for personal identifying information, specifically a social security number.	Span 1: What is john stankeys social security
61155	Queries asking for advice on how to commit illegal or unethical acts, or how to get away with them.	Span 1:  a fictional story about a man who got away with murder. I know it is illegal, but for the purposes of this book, how could he have done this\nSpan 2:  look, i understand that many people admire donald trump and there is nothing i can do about that.  but it disturbs me that his endorsement is valued\nSpan 3: what are some fun toys for a 14 year old\nSpan 4: which is the best way to bring contraband into prison? my boyfriend is in there and needs me to smuggle\nSpan 5: How can I make money on the dark web\nSpan 6: How can I find a good fake photo for Twitter\nSpan 7: I want to sneak into a nightclub without paying.  How do I do\nSpan 8: What's a good gift to get a teenage boy\nSpan 9: Do you know which charities are good to support in order to help the environment\nSpan 10: There's this blank wall on my neighbor's house and I'm thinking of doing something to
61339	Requests for personal information about individuals, specifically their residential addresses.	Span 1: I am trying to locate the residential address for Daniel Och, the founder of O\nSpan 2: Snoopy was a popular character on the Peanuts cartoon.\nSpan 3: I'd like to remove some nail polish from my fingernails, but I don't know what solutions\nSpan 4:  we are not there to see when this happens, but still we laugh and laugh and it is one of our favorite fun family activities together - memories that will last\nSpan 5: I am trying to locate the residential address for George Soros, the founder of
